"Weather Records, Gothic, CO",,,,,,,,,,,
,,,"Temp.,","Temp.,",New ,Water,Total,Total,On ,,
197677,E,23,-13.0,-3.5,5,0.08,188,,41,,
197677,E,24,-21.0,-5.5,0,0.00,188,,39,,
197677,E,25,-24.0,-5.0,0,0.00,188,,38,,
197677,E,26,-22.0,-2.0,0,0.00,188,,38,,
197677,E,27,-18.5,-3.0,0,0.00,188,,37,,
197677,E,28,-15.0,-2.5,0,0.00,188,,37,,
197677,E,29,-20.5,-1.0,0,0.00,188,,37,,
197677,E,30,-20.0,-0.5,0,0.00,188,,37,,
197677,E,31,-18.5,2.0,0,0.00,188,,36,,
197677,F,01,-14.0,1.0,0,0.00,188,,36,,
197677,F,02,-19.0,-3.0,6,0.19,194,,42,,
197677,F,03,-23.0,0.5,0,0.00,194,,41,,
197677,F,04,-20.5,1.5,0,0.00,194,,41,,
197677,F,05,-18.0,0.5,0,0.00,194,,40,,
197677,F,06,-16.5,2.0,0,0.00,194,,39,,
197677,F,07,-21.0,0.5,0,0.00,194,,39,,
197677,F,08,-20.5,4.0,0,0.00,194,,39,,
197677,F,09,-18.5,6.5,0,0.00,194,,38,,
197677,F,10,-15.5,5.0,0,0.00,194,,37,,
197677,F,11,-14.0,-2.0,1,0.02,195,,37,,
197677,F,12,-18.0,-0.5,0,0.00,195,,36,,
197677,F,13,-13.0,2.0,0,0.00,195,,36,,
197677,F,14,-11.0,-3.0,1,0.01,196,,36,,
197677,F,15,-11.0,0.0,0,0.00,196,,35,,
197677,F,16,-7.5,4.0,0,0.00,196,,34,,
197677,F,17,-10.0,4.5,0,0.00,196,,34,,
197677,F,18,-13.5,3.5,0,0.00,196,,33,,
197677,F,19,-5.5,3.0,0,0.00,196,,32,,
197677,F,20,-13.0,5.5,0,0.00,196,,31,,
197677,F,21,-14.5,6.0,0,0.00,196,,28,,
197677,F,22,-12.0,-6.0,24,0.71,220,,48,,
197677,F,23,-13.0,-9.5,11,0.34,231,,48,,
197677,F,24,-12.0,-9.0,15,0.49,246,,61,,
197677,F,25,-18.0,-9.5,7,0.20,253,,61,,
197677,F,26,-24.5,-9.0,0,0.00,253,,58,,
197677,F,27,-22.0,-8.0,2,0.05,255,,56,,
197677,F,28,-20.5,-6.0,0,0.00,255,,53,,
197677,G,01,-16.5,-1.0,0,0.00,255,,53,,
197677,G,02,-13.0,-7.5,12,0.17,267,,56,,
197677,G,03,-13.5,-5.0,0,0.00,267,,55,,
197677,G,04,-23.0,-5.5,0,0.00,267,,54,,
197677,G,05,-26.0,-4.5,0,0.00,267,,53,,
197677,G,06,-24.5,0.0,0,0.00,267,,52,,
197677,G,07,-18.5,5.5,0,0.00,267,,50,,
197677,G,08,-14.5,5.5,0,0.00,267,,48,,
197677,G,09,-15.0,6.5,0,0.00,267,,47,,
197677,G,10,-11.0,-5.0,7,0.19,274,,52,,
197677,G,11,-15.5,-8.0,0,0.00,274,,51,,
197677,G,12,-22.0,-1.0,0,0.00,274,,49,,
197677,G,13,-17.0,5.0,0,0.00,274,,47,,
197677,G,14,-13.0,-1.0,9,0.12,283,,56,,
197677,G,15,-21.5,1.5,1,0.01,284,,53,,
197677,G,16,-18.5,5.0,0,0.00,284,,51,,
197677,G,17,-8.0,-6.0,31,0.77,315,,81,,
197677,G,18,-9.5,-6.0,18,0.42,333,,85,,
197677,G,19,-16.0,-2.0,1,0.03,334,,80,,
197677,G,20,-9.5,-1.5,8,0.18,342,,84,,
197677,G,21,-13.0,-2.0,11,0.24,353,,86,,
197677,G,22,-18.5,5.5,0,0.00,353,,77,,
197677,G,23,-14.5,6.0,0,0.00,353,,71,,
197677,G,24,-9.0,6.5,0,0.00,353,,69,,
197677,G,25,-6.0,0.0,0,0.00,353,,67,,
197677,G,26,-9.5,4.5,0,0.00,353,,64,,
197677,G,27,-14.5,8.5,0,0.00,353,,60,,
197677,G,28,-13.5,-9.5,6,0.26,359,,66,,
197677,G,29,-19.5,-9.0,0,0.00,359,,64,,
197677,G,30,-20.5,0.5,0,0.00,359,,62,,
197677,G,31,-17.5,-1.0,0,0.00,359,,61,,
197677,H,01,-13.0,-5.5,16,0.31,375,,74,,
197677,H,02,-11.5,-4.0,9,0.20,384,,77,,
197677,H,03,-16.5,-2.0,0,0.00,384,,75,,
197677,H,04,-10.0,-2.0,1,0.05,385,,71,,
197677,H,05,-8.5,1.5,0,0.00,385,,66,,
197677,H,06,-13.0,8.5,0,0.00,385,,60,,
197677,H,07,-10.0,9.0,0,0.00,385,,53,,
197677,H,08,-9.5,12.0,0,0.00,385,,48,,
197677,H,09,-8.5,14.0,0,0.00,385,,41,,
197677,H,10,-5.5,11.5,0,0.00,385,,36,,
197677,H,11,-4.5,6.5,11,0.43,396,,41,,
197677,H,12,-8.0,8.0,7,0.26,403,,37,,
197677,H,13,-9.5,4.0,16,0.59,419,,46,,
197677,H,14,-13.0,9.5,0,0.00,419,,43,,
197677,H,15,-5.5,4.0,2,0.02,421,,41,,
197677,H,16,-9.0,9.5,0,0.00,421,,37,,
197677,H,17,-6.5,13.0,0,0.00,421,,30,,
197677,H,18,-5.0,12.0,0,0.00,421,,25,,
197677,H,19,-5.0,11.5,4,0.11,425,,27,,
197677,H,20,-5.0,12.0,12,0.32,437,,30,,
197677,H,21,-6.5,3.5,0,0.00,437,,25,,
197677,H,22,-11.5,8.5,0,0.00,437,,23,,
197677,H,23,-9.0,11.5,0,0.00,437,,15,,
197677,H,24,-5.5,15.5,0,0.00,437,,8,,
197677,H,25,-5.5,13.0,0,0.00,437,,3,,
197677,H,26,-5.0,13.0,0,0.00,437,,0,,
197677,H,27,-5.0,12.0,0,0.00,437,,0,,
197677,H,28,-3.5,6.0,0,0.00,437,,0,,
197677,H,29,-2.5,10.5,0,0.00,437,,0,0.20,
197677,H,30,-4.5,16.5,0,0.00,437,,0,,
197677,I,01,-1.0,10.0,0,0.00,437,,0,,
197677,I,02,-5.5,16.5,0,0.00,437,,0,,
197677,I,03,-6.5,15.0,0,0.00,437,,0,,
197677,I,04,-0.5,8.0,1,0.04,438,,0,,
197677,I,05,-2.0,14.5,0,0.00,438,,0,,
197677,I,06,-4.5,16.5,0,0.00,438,,0,,
197677,I,07,-6.0,19.0,0,0.00,438,,0,,
197677,I,08,-5.5,18.5,0,0.00,438,,0,,
197677,I,09,-5.5,17.5,0,0.00,438,,0,,
197677,I,10,-2.0,14.0,0,0.00,438,,0,,
197677,I,11,-10.0,16.5,0,0.00,438,,0,,
197677,I,12,-5.5,15.5,0,0.00,438,,0,,
197677,I,13,-1.5,15.5,0,0.00,438,,0,,
197677,I,14,-2.0,1.0,10,0.29,448,,6,,
197677,I,15,-3.0,8.0,21,0.53,469,,7,,
197677,I,16,-2.0,9.5,1,0.04,470,,0,,
197677,I,17,-5.0,11.5,0,0.00,470,,0,,
197677,I,18,-3.0,9.0,0,0.00,470,,0,,
197677,I,19,-10.0,11.0,0,0.00,470,,0,,
197677,I,20,-5.0,8.0,0,0.00,470,,0,,
197677,I,21,-4.5,12.0,0,0.00,470,,0,,
197677,I,22,-7.0,16.0,0,0.00,470,,0,,
197677,I,23,-5.0,18.0,0,0.00,470,,0,,
197677,I,24,-5.0,16.0,0,0.00,470,,0,,
197677,I,25,1.0,11.0,0,0.00,470,,0,,
197677,I,26,-3.0,8.5,3,0.07,473,,0,,
197677,I,27,-5.0,11.0,1,0.04,474,,0,,
197677,I,28,-4.0,15.5,0,0.00,474,,0,,
197677,I,29,-3.5,16.5,0,0.00,474,,0,,
197677,I,30,-2.0,19.5,0,0.00,474,,0,,
197677,I,31,-3.5,22.0,0,0.00,474,,0,,
197778,B,31,-12.0,-2.0,13,0.37,18,,12,,
197778,C,01,-17.0,-5.5,0,0.00,18,,8,,
197778,C,02,-14.5,6.5,0,0.00,18,,3,,
197778,C,03,-10.5,8.5,0,0.00,18,,0,,
197778,C,04,-8.5,10.0,0,0.00,18,,0,,
197778,C,05,-7.0,8.0,0,0.00,18,,0,,
197778,C,06,-5.0,5.5,1,0.03,19,,0,,
197778,C,07,-5.0,5.0,5,0.29,24,,0,,
197778,C,08,-14.5,-7.0,3,0.07,27,,3,,
197778,C,09,-17.0,-8.0,0,0.00,27,,1,,
197778,C,10,-16.0,1.5,0,0.00,27,,0,,
197778,C,11,-13.5,6.5,0,0.00,27,,0,,
197778,C,12,-9.0,5.5,0,0.00,27,,0,,
197778,C,13,-13.0,5.5,0,0.00,27,,0,,
197778,C,14,-9.5,4.0,0,0.00,27,,0,,
197778,C,15,-4.5,4.0,0,0.00,27,,0,,
197778,C,16,-4.5,1.5,0,0.00,27,,0,,
197778,C,17,-3.5,2.0,0,0.00,27,,0,,
197778,C,18,-6.5,-1.0,28,0.77,55,,23,,
197778,C,19,-11.0,-5.0,3,0.08,58,,22,,
197778,C,20,-18.5,-8.5,11,0.26,69,,28,,
197778,C,21,-18.5,-5.0,0,0.00,69,,23,,
197778,C,22,-8.5,-5.0,31,0.67,100,,46,,
197778,C,23,-19.0,-6.0,23,0.45,123,,56,,
197778,C,24,-18.0,-3.5,0,0.00,123,,47,,
197778,C,25,-5.0,-2.0,3,0.06,126,,41,,
197778,C,26,-9.5,-0.5,0,0.00,126,,38,,
197778,C,27,-15.5,-6.5,6,0.18,132,,41,,
197778,C,28,-16.5,-6.0,5,0.15,137,,43,,
197778,C,29,-21.5,-6.5,0,0.00,137,,40,,
197778,C,30,-13.5,-8.5,3,0.06,140,,41,,
197778,D,01,-16.0,-11.0,2,0.06,142,,41,,
197778,D,02,-12.0,-4.5,27,0.55,169,,58,,
197778,D,03,-4.5,1.0,4,0.12,173,,51,,
197778,D,04,-5.0,-4.5,14,0.31,187,,58,,
197778,D,05,-11.0,-6.0,4,0.08,191,,60,,
197778,D,06,-14.5,-1.5,0,0.00,191,,56,,
197778,D,07,-11.0,-1.0,0,0.00,191,,53,,
197778,D,08,-10.5,-7.0,0,0.00,191,,50,,
197778,D,09,-13.5,-0.5,0,0.00,191,,49,,
197778,D,10,-13.5,1.0,0,0.00,191,,47,,
197778,D,11,-16.0,1.0,0,0.00,191,,46,,
197778,D,12,-12.0,-5.0,7,0.15,198,,52,,
197778,D,13,-20.0,-4.0,0,0.00,198,,51,,
197778,D,14,-9.5,-2.0,0,0.00,198,,48,,
197778,D,15,-9.5,-2.5,5,0.13,203,,51,,
197778,D,16,-15.0,-8.5,22,0.61,225,,66,,
197778,D,17,-20.0,-9.5,2,0.05,227,,64,,
197778,D,18,-11.5,-6.0,65,1.56,292,,105,,
197778,D,19,-15.5,-13.0,9,0.24,301,,102,,
197778,D,20,-21.0,-13.5,0,0.00,301,,94,,
197778,D,21,-27.0,-13.0,0,0.00,301,,91,,
197778,D,22,-17.0,-8.5,13,0.20,314,,92,,
197778,D,23,-10.5,-6.5,19,0.30,333,,99,,
197778,D,24,-10.0,-9.0,23,0.55,356,,111,,
197778,D,25,-15.5,-8.0,1,0.02,357,,100,,
197778,D,26,-21.0,-8.5,0,0.00,357,,97,,
197778,D,27,-18.5,-8.5,4,0.05,361,,97,,
197778,D,28,-16.0,-6.0,3,0.05,364,,95,,
197778,D,29,-13.0,-6.5,6,0.10,370,,94,,
197778,D,30,-9.0,-6.5,16,0.31,386,,102,,
197778,D,31,-12.5,-9.0,23,0.54,409,,114,,
197778,E,01,-27.0,-11.0,0,0.00,409,,109,,
197778,E,02,-29.5,-13.5,0,0.00,409,,104,,
197778,E,03,-14.0,-7.0,2,0.03,411,,103,,
197778,E,04,-9.5,-6.5,33,0.60,444,,127,,
197778,E,05,-12.0,-6.5,14,0.25,458,,130,,
197778,E,06,-11.0,-9.0,41,0.75,499,,154,,
197778,E,07,-21.0,-9.5,4,0.07,503,,140,,
197778,E,08,-22.0,-5.0,0,0.00,503,,132,,
197778,E,09,-14.0,-1.5,0,0.00,503,,127,,
197778,E,10,-8.5,-5.0,10,0.20,513,,130,,
197778,E,11,-9.5,-6.0,12,0.21,525,,133,,
197778,E,12,-11.0,-8.5,8,0.13,533,,137,,
197778,E,13,-18.0,-9.0,4,0.09,537,,132,,
197778,E,14,-21.0,-6.5,1,0.03,538,,128,,
197778,E,15,-9.0,-6.5,44,1.11,582,,159,,
197778,E,16,-16.0,-6.5,9,0.24,591,,159,,
197778,E,17,-14.5,-7.5,15,0.31,606,,163,,
197778,E,18,-20.0,-4.0,2,0.05,608,,156,,
197778,E,19,-22.0,-8.0,0,0.00,608,,150,,
197778,E,20,-14.5,-5.0,2,0.03,610,,146,,
197778,E,21,-17.0,-6.5,1,0.01,611,,142,,
197778,E,22,-23.0,-7.0,0,0.00,611,,140,,
197778,E,23,-15.5,-8.5,5,0.26,616,,140,,
197778,E,24,-15.0,-11.5,2,0.09,618,,139,,
197778,E,25,-10.0,-17.5,0,0.00,618,,137,,
197778,E,26,-11.5,-8.5,7,0.17,625,,137,,
197778,E,27,-19.5,-7.0,7,0.18,632,,141,,
197778,E,28,-21.0,-7.0,0,0.00,632,,138,,
197778,E,29,-15.5,-3.5,0,0.00,632,,135,,
197778,E,30,-15.0,-3.0,0,0.00,632,,133,,
197778,E,31,-15.0,-6.0,8,0.12,640,,137,,
197778,F,01,-20.0,-7.0,0,0.00,640,,133,,
197778,F,02,-24.0,-6.5,0,0.00,640,,132,,
197778,F,03,-20.0,-5.5,0,0.00,640,,130,,
197778,F,04,-18.5,-1.5,0,0.00,640,,129,,
197778,F,05,-15.5,-2.0,0,0.00,640,,128,,
197778,F,06,-8.5,-2.0,10,0.15,650,,132,,
197778,F,07,-14.0,-3.5,13,0.20,663,,137,,
197778,F,08,-14.0,-6.0,38,0.75,701,,164,,
197778,F,09,-18.5,-9.0,6,0.12,707,,165,,
197778,F,10,-9.5,-5.0,47,0.92,754,,193,,
197778,F,11,-11.0,-4.5,5,0.15,759,,183,,
197778,F,12,-18.5,-10.0,2,0.06,761,,178,,
197778,F,13,-19.5,-10.0,0,0.00,761,,173,,
197778,F,14,-19.5,-10.0,0,0.00,761,,168,,
197778,F,15,-20.0,-9.5,0,0.00,761,,163,,
197778,F,16,-22.5,-10.0,6,0.17,767,,161,,
197778,F,17,-24.0,-14.0,0,0.00,767,,159,,
197778,F,18,-29.5,-13.5,0,0.00,767,,157,,
197778,F,19,-19.0,-13.0,0,0.00,767,,155,,
197778,F,20,-13.0,-11.0,12,0.23,779,,154,,
197778,F,21,-18.0,-8.0,0,0.00,779,,153,,
197778,F,22,-20.0,-7.0,0,0.00,779,,151,,
197778,F,23,-20.5,-6.0,0,0.00,779,,150,,
197778,F,24,-19.5,-6.0,0,0.00,779,,149,,
197778,F,25,-15.5,-5.0,0,0.00,779,,147,,
197778,F,26,-8.5,-4.5,26,0.47,805,,168,,
197778,F,27,-8.0,-6.0,56,1.10,861,,206,,
197778,F,28,-11.0,-6.0,13,0.32,874,,199,,
197778,G,01,-9.0,-6.0,45,1.15,919,,226,,
197778,G,02,-6.5,-4.0,37,0.95,956,,237,,
197778,G,03,-8.0,-5.0,57,1.50,1013,,267,,
197778,G,04,-8.5,-3.5,7,0.16,1020,,244,,
197778,G,05,-6.5,-4.0,37,0.87,1057,,251,,
197778,G,06,-7.5,-5.0,26,0.60,1083,,257,,
197778,G,07,-14.5,-6.0,0,0.00,1083,,243,,
197778,G,08,-18.5,-5.5,0,0.00,1083,,235,,
197778,G,09,-18.5,-5.0,0,0.00,1083,,229,,
197778,G,10,-15.0,-4.5,0,0.00,1083,,224,,
197778,G,11,-15.0,-5.5,3,0.07,1086,,220,,
197778,G,12,-9.0,-6.0,4,0.10,1090,,215,,
197778,G,13,-8.5,-7.0,16,0.38,1106,,231,,
197778,G,14,-13.0,-3.0,18,0.50,1124,,236,,
197778,G,15,-16.0,-13.0,0,0.00,1124,,229,,
197778,G,16,-16.0,-8.0,0,0.00,1124,,221,,
197778,G,17,-17.0,-4.5,0,0.00,1124,,215,,
197778,G,18,-16.0,-4.0,0,0.00,1124,,210,,
197778,G,19,-11.0,-3.0,0,0.00,1124,,204,,
197778,G,20,-8.0,-3.5,4,0.10,1128,,201,,
197778,G,21,-13.0,-2.0,0,0.00,1128,,196,,
197778,G,22,-6.5,-3.0,7,0.13,1135,,197,,
197778,G,23,-8.0,-3.5,10,0.21,1145,,197,,
197778,G,24,-8.5,-5.0,18,0.44,1163,,203,,
197778,G,25,-15.0,-5.0,0,0.00,1163,,198,,
197778,G,26,-13.5,-3.0,0,0.00,1163,,193,,
197778,G,27,-13.0,-2.0,0,0.00,1163,,188,,
197778,G,28,-8.5,-1.5,0,0.00,1163,,183,,
197778,G,29,-10.0,-1.0,0,0.00,1163,,180,,
197778,G,30,-9.5,-0.5,0,0.00,1163,,178,,
197778,G,31,-7.5,1.5,0,0.00,1163,,173,,
197778,H,01,-6.0,-3.0,10,0.23,1173,,179,,
197778,H,02,-6.5,-1.0,18,0.43,1191,,179,,
197778,H,03,-8.5,-1.0,10,0.21,1201,,177,,
197778,H,04,-12.0,0.5,0,0.00,1201,,173,,
197778,H,05,-6.5,-3.5,5,0.08,1206,,175,,
197778,H,06,-11.0,0.5,0,0.00,1206,,171,,
197778,H,07,-10.0,2.0,0,0.00,1206,,168,,
197778,H,08,-8.5,2.5,0,0.00,1206,,164,,
197778,H,09,-4.5,-1.5,16,0.37,1222,,173,,
197778,H,10,-11.0,-4.5,0,0.00,1222,,169,,
197778,H,11,-9.0,0.5,0,0.00,1222,,164,,
197778,H,12,-5.5,1.0,4,0.07,1226,,163,,
197778,H,13,-8.5,0.0,3,0.05,1229,,161,,
197778,H,14,-5.5,1.5,9,0.21,1238,,161,,
197778,H,15,-5.5,1.0,0,0.00,1238,,157,,
197778,H,16,-6.5,2.0,2,0.03,1240,,157,,
197778,H,17,-11.5,-7.0,16,0.25,1256,,165,,
197778,H,18,-13.0,-5.5,0,0.00,1256,,161,,
197778,H,19,-15.5,-1.5,0,0.00,1256,,157,,
197778,H,20,-11.0,2.0,0,0.00,1256,,154,,
197778,H,21,-8.0,0.5,6,0.12,1262,,159,,
197778,H,22,-15.0,-5.0,3,0.05,1265,,152,,
197778,H,23,-9.0,0.5,0,0.00,1265,,149,,
197778,H,24,-9.5,3.5,0,0.00,1265,,144,,
197778,H,25,-5.5,5.5,0,0.00,1265,,141,,
197778,H,26,-4.5,6.5,0,0.00,1265,,137,,
197778,H,27,-4.5,-0.5,6,0.09,1271,,140,,
197778,H,28,-4.5,1.0,3,0.04,1274,,138,,
197778,H,29,-6.5,1.5,4,0.06,1278,,139,,
197778,H,30,-5.5,2.0,16,0.29,1294,,138,,
197778,I,01,-8.5,0.0,3,0.03,1297,,137,,
197778,I,02,-8.0,1.5,0,0.00,1297,,136,,
197778,I,03,-6.0,1.5,2,0.04,1299,,133,,
197778,I,04,-9.0,-2.5,6,0.09,1305,,136,,
197778,I,05,-9.0,-3.0,9,0.15,1314,,136,,
197778,I,06,-10.5,-7.0,17,0.31,1331,,146,,
197778,I,07,-10.5,-6.5,27,0.53,1358,,159,,
197778,I,08,-9.0,-4.0,12,0.20,1370,,157,,
197778,I,09,-15.0,2.0,0,0.00,1370,,145,,
197778,I,10,-9.0,5.5,0,0.00,1370,,137,,
197778,I,11,-6.5,4.0,3,0.03,1373,,135,,
197778,I,12,-6.5,2.0,0,0.00,1373,,130,,
197778,I,13,-10.0,8.0,0,0.00,1373,,121,,
197778,I,14,-6.5,12.5,0,0.00,1373,,112,,
197778,I,15,-5.0,13.0,0,0.00,1373,,107,,
197778,I,16,-5.5,11.5,0,0.00,1373,,99,,
197778,I,17,-6.5,-1.0,2,0.02,1375,,98,,
197778,I,18,-5.5,4.5,1,0.01,1376,,93,,
197778,I,19,-9.5,8.0,0,0.00,1376,,86,,
197778,I,20,-7.0,9.0,0,0.00,1376,,82,,
197778,I,21,-3.0,3.0,3,0.04,1379,,76,,
197778,I,22,-4.5,8.5,0,0.00,1379,,69,,
197778,I,23,-6.0,10.0,0,0.00,1379,,61,,
197778,I,24,-6.5,9.0,0,0.00,1379,,53,,
197778,I,25,-6.5,7.5,0,0.00,1379,,48,,
197778,I,26,-8.0,9.0,0,0.00,1379,,42,,
197778,I,27,-4.0,1.5,5,0.14,1384,,39,,
197778,I,28,-8.0,2.0,1,0.04,1385,,36,,
197778,I,29,-9.0,9.0,0,0.00,1385,,29,,
197778,I,30,-3.0,11.5,0,0.00,1385,,25,,
197778,I,31,-4.5,7.0,0,0.00,1385,,20,,
197778,J,01,-4.5,10.5,0,0.00,1385,,18,,
197778,J,02,-5.0,11.5,0,0.00,1385,,13,,
197778,J,03,-5.5,12.0,0,0.00,1385,,5,,
197778,J,04,-5.0,0.0,0,0.00,1385,,0,,
197778,J,05,,,2,0.05,1387,,0,,
197879,A,10,,,1,0.02,1,,0,,
197879,B,22,,,15,0.45,16,,11,,
197879,B,25,,,8,0.19,24,,5,,
197879,C,01,-5.0,5.0,0,0.00,24,,0,,
197879,C,02,-7.0,12.0,0,0.00,24,,0,,
197879,C,03,-1.5,12.0,0,0.00,24,,0,,
197879,C,04,-5.5,11.5,0,0.00,24,,0,,
197879,C,05,-1.5,9.5,0,0.00,24,,0,,
197879,C,06,-4.0,6.5,0,0.00,24,,0,,
197879,C,07,-7.0,14.0,0,0.00,24,,0,,
197879,C,08,-5.5,14.5,0,0.00,24,,0,,
197879,C,09,-7.0,11.0,0,0.00,24,,0,,
197879,C,10,-1.5,6.0,0,0.00,24,,0,,
197879,C,11,-0.5,1.0,6,0.15,30,,6,,
197879,C,12,-8.5,0.5,22,0.66,52,,22,,
197879,C,13,-10.0,-5.5,6,0.17,58,,20,,
197879,C,14,-14.5,-1.5,7,0.10,65,,19,,
197879,C,15,-16.5,-2.0,0,0.00,65,,18,,
197879,C,16,-21.0,-5.0,0,0.00,65,,17,,
197879,C,17,-21.0,-5.5,0,0.00,65,,17,,
197879,C,18,-21.0,-3.0,0,0.00,65,,16,,
197879,C,19,-19.0,0.5,0,0.00,65,,16,,
197879,C,20,-16.5,0.5,0,0.00,65,,15,,
197879,C,21,-16.0,-0.5,0,0.00,65,,15,,
197879,C,22,-14.0,-4.5,10,0.19,75,,23,,
197879,C,23,-10.5,-4.5,3,0.06,78,,22,,
197879,C,24,-11.0,-4.5,1,0.02,79,,21,,
197879,C,25,-9.5,-3.5,14,0.33,93,,33,,
197879,C,26,-13.5,-7.5,10,0.15,103,,37,,
197879,C,27,-23.0,-6.5,0,0.00,103,,33,,
197879,C,28,-21.0,-5.5,1,0.03,104,,32,,
197879,C,29,-13.0,-4.5,4,0.08,108,,31,,
197879,C,30,-10.5,-6.0,28,0.54,136,,53,,
197879,D,01,-7.5,-6.0,44,1.01,180,,71,,
197879,D,02,-15.5,-6.0,38,1.11,218,,91,,
197879,D,03,-20.0,-14.5,0,0.00,218,,86,,
197879,D,04,-18.0,-4.5,4,0.11,222,,81,,
197879,D,05,-13.0,-5.0,29,0.91,251,,94,,
197879,D,06,-18.0,-15.0,31,0.97,282,,105,,
197879,D,07,-31.0,-18.5,10,0.35,292,,102,,
197879,D,08,-35.5,-23.0,0,0.00,292,,99,,
197879,D,09,-31.0,-17.0,0,0.00,292,,95,,
197879,D,10,-23.0,-10.5,2,0.03,294,,93,,
197879,D,11,-26.0,-8.5,0,0.00,294,,89,,
197879,D,12,-19.0,-3.0,0,0.00,294,,86,,
197879,D,13,-21.0,-4.5,0,0.00,294,,84,,
197879,D,14,-20.0,-3.5,0,0.00,294,,81,,
197879,D,15,-21.5,-4.5,0,0.00,294,,80,,
197879,D,16,-25.0,-9.0,0,0.00,294,,80,,
197879,D,17,-20.5,-6.0,9,0.31,303,,85,,
197879,D,18,-7.0,-4.5,54,1.91,357,,127,,
197879,D,19,-13.0,-5.0,25,0.78,382,,135,,
197879,D,20,-16.0,-13.0,4,0.10,386,,130,,
197879,D,21,-23.5,-10.0,0,0.00,386,,126,,
197879,D,22,-21.0,-9.5,0,0.00,386,,122,,
197879,D,23,-15.5,-11.0,5,0.13,391,,122,,
197879,D,24,-14.5,-5.0,0,0.00,391,,116,,
197879,D,25,-20.5,-7.0,0,0.00,391,,113,,
197879,D,26,-26.0,-9.0,0,0.00,391,,110,,
197879,D,27,-21.0,-8.5,0,0.00,391,,109,,
197879,D,28,-11.0,-9.0,28,0.55,419,,126,,
197879,D,29,-11.0,-9.0,10,0.16,429,,126,,
197879,D,30,-16.0,-7.0,9,0.14,438,,128,,
197879,D,31,-20.0,-10.5,4,0.06,442,,126,,
197879,E,01,-31.0,-24.5,0,0.00,442,,121,,
197879,E,02,-35.0,-14.5,0,0.00,442,,119,,
197879,E,03,-15.5,-8.0,5,0.12,447,,121,,
197879,E,04,-10.0,-6.0,36,0.60,483,,142,,
197879,E,05,-10.5,-6.5,16,0.27,499,,145,,
197879,E,06,-15.0,-8.0,35,0.58,534,,164,,
197879,E,07,-19.5,-14.0,0,0.00,534,,152,,
197879,E,08,-30.0,-11.5,0,0.00,534,,147,,
197879,E,09,-26.0,-8.5,1,0.02,535,,143,,
197879,E,10,-19.5,-8.5,1,0.03,536,,138,,
197879,E,11,-11.0,-4.5,30,0.68,566,,152,,
197879,E,12,-12.0,-4.5,32,0.92,598,,171,,
197879,E,13,-23.5,-13.0,1,0.03,599,,161,,
197879,E,14,-27.0,-12.0,4,0.10,603,,159,,
197879,E,15,-14.0,-7.5,47,1.10,650,,185,,
197879,E,16,-10.0,-8.5,71,1.62,721,,226,,
197879,E,17,-12.0,-4.5,3,0.07,724,,211,,
197879,E,18,-10.5,-4.5,9,0.22,733,,203,,
197879,E,19,-14.5,-7.5,6,0.15,739,,203,,
197879,E,20,-18.0,-9.5,0,0.00,739,,193,,
197879,E,21,-22.0,-9.5,0,0.00,739,,189,,
197879,E,22,-19.0,-10.5,10,0.29,749,,193,,
197879,E,23,-21.5,-14.0,0,0.00,749,,188,,
197879,E,24,-25.5,-11.5,0,0.00,749,,184,,
197879,E,25,-14.0,-9.0,9,0.18,758,,188,,
197879,E,26,-16.0,-10.5,15,0.37,773,,193,,
197879,E,27,-22.0,-14.5,0,0.00,773,,188,,
197879,E,28,-25.0,-13.0,0,0.00,773,,184,,
197879,E,29,-20.0,-15.0,4,0.07,777,,184,,
197879,E,30,-26.5,-16.5,1,0.02,778,,184,,
197879,E,31,-28.0,-15.5,4,0.08,782,,184,,
197879,F,01,-15.5,-13.0,32,1.02,814,,206,,
197879,F,02,-15.0,-7.0,14,0.48,828,,208,,
197879,F,03,-23.5,-12.0,3,0.05,831,,206,,
197879,F,04,-24.0,-11.5,1,0.03,832,,202,,
197879,F,05,-28.0,-13.0,0,0.00,832,,198,,
197879,F,06,-14.5,-6.5,0,0.00,832,,196,,
197879,F,07,-16.5,-8.0,4,0.08,836,,197,,
197879,F,08,-18.0,-7.0,2,0.04,838,,192,,
197879,F,09,-21.0,-6.0,0,0.00,838,,189,,
197879,F,10,-19.0,-5.0,0,0.00,838,,188,,
197879,F,11,-16.0,-4.0,0,0.00,838,,185,,
197879,F,12,-14.5,-3.0,0,0.00,838,,183,,
197879,F,13,-8.0,0.0,0,0.00,838,,178,,
197879,F,14,-10.5,-0.5,0,0.00,838,,177,,
197879,F,15,-16.0,-5.0,3,0.03,841,,177,,
197879,F,16,-18.0,-4.5,0,0.00,841,,175,,
197879,F,17,-19.0,-9.0,10,0.17,851,,183,,
197879,F,18,-23.5,-7.0,0,0.00,851,,179,,
197879,F,19,-19.5,-5.5,0,0.00,851,,178,,
197879,F,20,-14.0,-5.5,8,0.15,859,,182,,
197879,F,21,-14.0,-7.0,9,0.18,868,,188,,
197879,F,22,-11.0,-7.5,35,0.92,903,,212,,
197879,F,23,-16.5,-8.0,9,0.24,912,,211,,
197879,F,24,-19.5,-8.0,6,0.16,918,,210,,
197879,F,25,-21.0,-5.0,0,0.00,918,,205,,
197879,F,26,-15.0,-3.0,0,0.00,918,,203,,
