Plant,Year,Month,Day,Date
Acanthus mollis ,1993,7,24,7/24/93
Acanthus mollis ,1993,7,31,7/31/93
Acanthus mollis ,1993,8,7,8/7/93
Acanthus mollis ,1993,8,14,8/14/93
Acanthus mollis ,1993,8,21,8/21/93
Acanthus mollis ,1994,7,9,7/9/94
Acanthus mollis ,1994,7,16,7/16/94
Acanthus mollis ,1994,7,23,7/23/94
Acanthus mollis ,1994,7,30,7/30/94
Acanthus mollis ,1994,8,6,8/6/94
Acanthus mollis ,1995,7,1,7/1/95
Acanthus mollis ,1995,7,8,7/8/95
Acanthus mollis ,1995,7,15,7/15/95
Acanthus mollis ,1995,7,22,7/22/95
Acanthus mollis ,1995,7,29,7/29/95
Acanthus mollis ,1995,8,5,8/5/95
Acanthus mollis ,1997,7,5,7/5/97
Acanthus mollis ,1997,7,12,7/12/97
Acanthus mollis ,1997,7,19,7/19/97
Acanthus mollis ,1997,7,26,7/26/97
Acanthus mollis ,1997,8,2,8/2/97
Acanthus mollis ,1998,6,27,6/27/98
Acanthus mollis ,1998,7,11,7/11/98
Acanthus mollis ,1998,7,25,7/25/98
Acanthus mollis ,1999,6,26,6/26/99
Acanthus mollis ,1999,7,10,7/10/99
Acanthus mollis ,1999,7,24,7/24/99
Acanthus mollis ,1999,9,4,9/4/99
Acanthus mollis ,1999,9,25,9/25/99
Acanthus mollis ,1999,10,2,10/2/99
Acanthus mollis ,2000,6,24,6/24/00
Acanthus mollis ,2000,7,8,7/8/00
Acanthus mollis ,2000,7,22,7/22/00
Acanthus mollis ,2000,8,5,8/5/00
Acanthus mollis ,2000,8,19,8/19/00
Acanthus mollis ,2001,7,7,7/7/01
Acanthus mollis ,2001,7,21,7/21/01
Acanthus mollis ,2001,8,18,8/18/01
Acanthus mollis ,2002,6,15,6/15/02
Acanthus mollis ,2002,6,22,6/22/02
Acanthus mollis ,2002,7,6,7/6/02
Acanthus mollis ,2002,7,20,7/20/02
Acanthus mollis ,2002,8,3,8/3/02
Acanthus mollis ,2002,8,17,8/17/02
Acanthus mollis ,2003,7,12,7/12/03
Acanthus mollis ,2003,8,2,8/2/03
Acanthus mollis ,2004,7,3,7/3/04
Acanthus mollis ,2004,7,17,7/17/04
Acanthus mollis ,2004,7,31,7/31/04
Acanthus mollis ,2005,7,16,7/16/05
Acanthus mollis ,2005,7,30,7/30/05
Acanthus mollis ,2006,7,8,7/8/06
Acanthus mollis ,2006,7,15,7/15/06
Acanthus mollis ,2006,7,29,7/29/06
Acanthus mollis ,2006,8,12,8/12/06
Acanthus mollis ,2010,6,26,6/26/10
Acanthus mollis ,2010,7,3,7/3/10
Acanthus mollis ,2010,7,17,7/17/10
Acanthus mollis ,2010,7,31,7/31/10
Acer campestre ,1985,5,11,5/11/85
Acer campestre ,1985,5,18,5/18/85
Acer campestre ,1988,4,16,4/16/88
Acer campestre ,1988,4,23,4/23/88
Acer campestre ,1988,5,15,5/15/88
Acer campestre ,1988,5,21,5/21/88
Acer campestre ,1989,4,1,4/1/89
Acer campestre ,1989,4,8,4/8/89
Acer campestre ,1989,4,15,4/15/89
Acer campestre ,1989,4,23,4/23/89
Acer campestre ,1989,4,29,4/29/89
Acer campestre ,1989,5,6,5/6/89
Acer campestre ,1990,3,30,3/30/90
Acer campestre ,1990,4,7,4/7/90
Acer campestre ,1990,4,14,4/14/90
Acer campestre ,1990,4,21,4/21/90
Acer campestre ,1990,4,28,4/28/90
Acer campestre ,1990,5,5,5/5/90
Acer campestre ,1991,4,13,4/13/91
Acer campestre ,1991,4,20,4/20/91
Acer campestre ,1991,4,27,4/27/91
Acer campestre ,1991,5,4,5/4/91
Acer campestre ,1992,4,11,4/11/92
Acer campestre ,1992,4,18,4/18/92
Acer campestre ,1992,5,9,5/9/92
Acer campestre ,1993,4,10,4/10/93
Acer campestre ,1993,4,17,4/17/93
Acer campestre ,1993,4,24,4/24/93
Acer campestre ,1993,5,1,5/1/93
Acer campestre ,1994,3,26,3/26/94
Acer campestre ,1994,4,2,4/2/94
Acer campestre ,1994,4,9,4/9/94
Acer campestre ,1994,4,16,4/16/94
Acer campestre ,1994,4,23,4/23/94
Acer campestre ,1994,4,30,4/30/94
Acer campestre ,1995,4,29,4/29/95
Acer campestre ,1995,5,6,5/6/95
Acer campestre ,1995,5,13,5/13/95
Acer campestre ,1996,4,27,4/27/96
Acer campestre ,1996,5,4,5/4/96
Acer campestre ,1996,5,11,5/11/96
Acer campestre ,1996,5,18,5/18/96
Acer campestre ,1996,5,25,5/25/96
Acer campestre ,1997,4,19,4/19/97
Acer campestre ,1997,4,26,4/26/97
Acer campestre ,1997,5,3,5/3/97
Acer campestre ,1998,5,2,5/2/98
Acer campestre ,1998,5,9,5/9/98
Acer campestre ,1999,4,3,4/3/99
Acer campestre ,1999,4,10,4/10/99
Acer campestre ,1999,4,17,4/17/99
Acer campestre ,1999,4,24,4/24/99
Acer campestre ,1999,5,1,5/1/99
Acer campestre ,2000,4,1,4/1/00
Acer campestre ,2000,4,8,4/8/00
Acer campestre ,2000,4,21,4/21/00
Acer campestre ,2000,4,29,4/29/00
Acer campestre ,2000,5,6,5/6/00
Acer campestre ,2001,5,12,5/12/01
Acer campestre ,2004,5,8,5/8/04
Acer campestre ,2006,5,13,5/13/06
Acer campestre ,2007,4,21,4/21/07
Acer campestre ,2007,4,28,4/28/07
Acer campestre ,2009,5,9,5/9/09
Acer campestre ,2010,5,8,5/8/10
Acer campestre ,2011,4,16,4/16/11
Acer campestre ,2011,4,23,4/23/11
Acer japonicum aconitifolium,1992,4,4,4/4/92
Acer japonicum aconitifolium,1992,4,11,4/11/92
Acer japonicum aconitifolium,1992,4,18,4/18/92
Acer japonicum aconitifolium,1993,4,10,4/10/93
Acer japonicum aconitifolium,1993,4,17,4/17/93
Acer japonicum aconitifolium,1993,4,24,4/24/93
Acer japonicum aconitifolium,1993,5,1,5/1/93
Acer japonicum aconitifolium,1994,3,19,3/19/94
Acer japonicum aconitifolium,1994,3,26,3/26/94
Acer japonicum aconitifolium,1994,4,2,4/2/94
Acer japonicum aconitifolium,1994,4,9,4/9/94
Acer japonicum aconitifolium,1994,4,16,4/16/94
Acer japonicum aconitifolium,1995,4,8,4/8/95
Acer japonicum aconitifolium,1995,4,15,4/15/95
Acer japonicum aconitifolium,1995,4,22,4/22/95
Acer japonicum aconitifolium,1995,4,29,4/29/95
Acer japonicum aconitifolium,1995,5,6,5/6/95
Acer japonicum aconitifolium,1996,4,13,4/13/96
Acer japonicum aconitifolium,1996,4,20,4/20/96
Acer japonicum aconitifolium,1996,4,27,4/27/96
Acer japonicum aconitifolium,1996,5,4,5/4/96
Acer japonicum aconitifolium,1996,5,11,5/11/96
Acer japonicum aconitifolium,1997,3,22,3/22/97
Acer japonicum aconitifolium,1997,3,29,3/29/97
Acer japonicum aconitifolium,1997,4,12,4/12/97
Acer japonicum aconitifolium,1997,4,19,4/19/97
Acer japonicum aconitifolium,1997,4,26,4/26/97
Acer japonicum aconitifolium,1998,4,18,4/18/98
Acer japonicum aconitifolium,1998,4,25,4/25/98
Acer japonicum aconitifolium,1998,5,2,5/2/98
Acer japonicum aconitifolium,1998,5,9,5/9/98
Acer japonicum aconitifolium,1999,3,13,3/13/99
Acer japonicum aconitifolium,1999,3,20,3/20/99
Acer japonicum aconitifolium,1999,3,27,3/27/99
Acer japonicum aconitifolium,1999,4,3,4/3/99
Acer japonicum aconitifolium,1999,4,10,4/10/99
Acer japonicum aconitifolium,2000,4,1,4/1/00
Acer japonicum aconitifolium,2000,4,8,4/8/00
Acer japonicum aconitifolium,2000,4,21,4/21/00
Acer japonicum aconitifolium,2000,4,29,4/29/00
Acer japonicum aconitifolium,2000,5,6,5/6/00
Acer japonicum aconitifolium,2001,3,31,3/31/01
Acer japonicum aconitifolium,2001,4,7,4/7/01
Acer japonicum aconitifolium,2001,4,14,4/14/01
Acer japonicum aconitifolium,2001,4,21,4/21/01
Acer japonicum aconitifolium,2001,4,28,4/28/01
Acer japonicum aconitifolium,2001,5,5,5/5/01
Acer japonicum aconitifolium,2002,3,23,3/23/02
Acer japonicum aconitifolium,2002,3,30,3/30/02
Acer japonicum aconitifolium,2002,4,6,4/6/02
Acer japonicum aconitifolium,2002,4,13,4/13/02
Acer japonicum aconitifolium,2003,4,5,4/5/03
Acer japonicum aconitifolium,2003,4,12,4/12/03
Acer japonicum aconitifolium,2003,4,26,4/26/03
Acer japonicum aconitifolium,2004,3,27,3/27/04
Acer japonicum aconitifolium,2004,4,10,4/10/04
Acer japonicum aconitifolium,2004,4,24,4/24/04
Acer japonicum aconitifolium,2005,4,2,4/2/05
Acer japonicum aconitifolium,2005,4,9,4/9/05
Acer japonicum aconitifolium,2005,4,16,4/16/05
Acer japonicum aconitifolium,2005,4,23,4/23/05
Acer japonicum aconitifolium,2005,4,30,4/30/05
Acer japonicum aconitifolium,2006,4,8,4/8/06
Acer japonicum aconitifolium,2006,4,22,4/22/06
Acer japonicum aconitifolium,2006,5,13,5/13/06
Acer japonicum aconitifolium,2007,3,24,3/24/07
Acer japonicum aconitifolium,2007,3,31,3/31/07
Acer japonicum aconitifolium,2007,4,7,4/7/07
Acer japonicum aconitifolium,2007,4,14,4/14/07
Acer japonicum aconitifolium,2008,3,15,3/15/08
Acer japonicum aconitifolium,2008,3,22,3/22/08
Acer japonicum aconitifolium,2008,3,29,3/29/08
Acer japonicum aconitifolium,2008,4,5,4/5/08
Acer japonicum aconitifolium,2008,4,12,4/12/08
Acer japonicum aconitifolium,2009,3,28,3/28/09
Acer japonicum aconitifolium,2009,4,4,4/4/09
Acer japonicum aconitifolium,2009,4,11,4/11/09
Acer japonicum aconitifolium,2009,4,18,4/18/09
Acer japonicum aconitifolium,2009,4,25,4/25/09
Acer japonicum aconitifolium,2010,4,10,4/10/10
Acer japonicum aconitifolium,2010,4,17,4/17/10
Acer japonicum aconitifolium,2010,4,24,4/24/10
Acer japonicum aconitifolium,2010,5,1,5/1/10
Acer japonicum aconitifolium,2010,5,8,5/8/10
Acer japonicum aconitifolium,2011,3,19,3/19/11
Acer japonicum aconitifolium,2011,3,26,3/26/11
Acer japonicum aconitifolium,2011,4,2,4/2/11
Acer japonicum aconitifolium,2011,4,9,4/9/11
Acer japonicum aconitifolium,2011,4,16,4/16/11
Acer palmatum Osakazuki,1985,5,11,5/11/85
Acer palmatum Osakazuki,1985,5,18,5/18/85
Acer palmatum Osakazuki,1985,5,25,5/25/85
Acer palmatum Osakazuki,1987,5,9,5/9/87
Acer palmatum Osakazuki,1988,4,16,4/16/88
Acer palmatum Osakazuki,1988,4,23,4/23/88
Acer palmatum Osakazuki,1989,4,1,4/1/89
Acer palmatum Osakazuki,1989,4,8,4/8/89
Acer palmatum Osakazuki,1989,4,15,4/15/89
Acer palmatum Osakazuki,1989,4,23,4/23/89
Acer palmatum Osakazuki,1989,4,29,4/29/89
Acer palmatum Osakazuki,1989,5,6,5/6/89
Acer palmatum Osakazuki,1990,3,24,3/24/90
Acer palmatum Osakazuki,1990,3,30,3/30/90
Acer palmatum Osakazuki,1990,4,7,4/7/90
Acer palmatum Osakazuki,1990,4,14,4/14/90
Acer palmatum Osakazuki,1990,4,21,4/21/90
Acer palmatum Osakazuki,1990,4,28,4/28/90
Acer palmatum Osakazuki,1991,4,13,4/13/91
Acer palmatum Osakazuki,1991,4,20,4/20/91
Acer palmatum Osakazuki,1991,4,27,4/27/91
Acer palmatum Osakazuki,1991,5,4,5/4/91
Acer palmatum Osakazuki,1992,4,18,4/18/92
Acer palmatum Osakazuki,1993,4,3,4/3/93
Acer palmatum Osakazuki,1993,4,10,4/10/93
Acer palmatum Osakazuki,1993,4,17,4/17/93
Acer palmatum Osakazuki,1993,4,24,4/24/93
Acer palmatum Osakazuki,1993,5,1,5/1/93
Acer palmatum Osakazuki,1994,3,26,3/26/94
Acer palmatum Osakazuki,1994,4,2,4/2/94
Acer palmatum Osakazuki,1994,4,9,4/9/94
Acer palmatum Osakazuki,1994,4,16,4/16/94
Acer palmatum Osakazuki,1994,4,23,4/23/94
Acer palmatum Osakazuki,1995,4,15,4/15/95
Acer palmatum Osakazuki,1995,4,22,4/22/95
Acer palmatum Osakazuki,1995,4,29,4/29/95
Acer palmatum Osakazuki,1995,5,6,5/6/95
Acer palmatum Osakazuki,1996,4,20,4/20/96
Acer palmatum Osakazuki,1996,4,27,4/27/96
Acer palmatum Osakazuki,1996,5,4,5/4/96
Acer palmatum Osakazuki,1996,5,11,5/11/96
Acer palmatum Osakazuki,1997,4,12,4/12/97
Acer palmatum Osakazuki,1997,4,19,4/19/97
Acer palmatum Osakazuki,1997,4,26,4/26/97
Acer palmatum Osakazuki,1998,4,18,4/18/98
Acer palmatum Osakazuki,1998,4,25,4/25/98
Acer palmatum Osakazuki,1998,5,2,5/2/98
Acer palmatum Osakazuki,1998,5,9,5/9/98
Acer palmatum Osakazuki,1999,4,17,4/17/99
Acer palmatum Osakazuki,1999,5,1,5/1/99
Acer palmatum Osakazuki,2000,4,1,4/1/00
Acer palmatum Osakazuki,2000,4,8,4/8/00
Acer palmatum Osakazuki,2000,4,21,4/21/00
Acer palmatum Osakazuki,2000,4,29,4/29/00
Acer palmatum Osakazuki,2000,5,6,5/6/00
Acer palmatum Osakazuki,2001,4,14,4/14/01
Acer palmatum Osakazuki,2001,4,21,4/21/01
Acer palmatum Osakazuki,2001,4,28,4/28/01
Acer palmatum Osakazuki,2001,5,5,5/5/01
Acer palmatum Osakazuki,2002,4,6,4/6/02
Acer palmatum Osakazuki,2002,4,13,4/13/02
Acer palmatum Osakazuki,2002,4,27,4/27/02
Acer palmatum Osakazuki,2003,4,26,4/26/03
Acer palmatum Osakazuki,2004,4,17,4/17/04
Acer palmatum Osakazuki,2004,4,24,4/24/04
Acer palmatum Osakazuki,2004,5,8,5/8/04
Acer pseudoplatanus ,1985,5,11,5/11/85
Acer pseudoplatanus ,1985,5,18,5/18/85
Acer pseudoplatanus ,1985,5,25,5/25/85
Acer pseudoplatanus ,1985,6,1,6/1/85
Acer pseudoplatanus ,1986,5,3,5/3/86
Acer pseudoplatanus ,1986,5,10,5/10/86
Acer pseudoplatanus ,1986,5,17,5/17/86
Acer pseudoplatanus ,1986,5,24,5/24/86
Acer pseudoplatanus ,1986,5,31,5/31/86
Acer pseudoplatanus ,1986,6,7,6/7/86
Acer pseudoplatanus ,1987,4,25,4/25/87
Acer pseudoplatanus ,1987,5,2,5/2/87
Acer pseudoplatanus ,1987,5,9,5/9/87
Acer pseudoplatanus ,1987,5,16,5/16/87
Acer pseudoplatanus ,1987,5,23,5/23/87
Acer pseudoplatanus ,1988,4,23,4/23/88
Acer pseudoplatanus ,1988,5,15,5/15/88
Acer pseudoplatanus ,1988,5,21,5/21/88
Acer pseudoplatanus ,1988,5,28,5/28/88
Acer pseudoplatanus ,1989,4,8,4/8/89
Acer pseudoplatanus ,1989,4,15,4/15/89
Acer pseudoplatanus ,1989,4,23,4/23/89
Acer pseudoplatanus ,1989,4,29,4/29/89
Acer pseudoplatanus ,1989,5,6,5/6/89
Acer pseudoplatanus ,1990,4,14,4/14/90
Acer pseudoplatanus ,1990,4,21,4/21/90
Acer pseudoplatanus ,1990,4,28,4/28/90
Acer pseudoplatanus ,1990,5,5,5/5/90
Acer pseudoplatanus ,1990,5,12,5/12/90
Acer pseudoplatanus ,1990,5,26,5/26/90
Acer pseudoplatanus ,1991,5,4,5/4/91
Acer pseudoplatanus ,1991,5,26,5/26/91
Acer pseudoplatanus ,1991,6,8,6/8/91
Acer pseudoplatanus ,1992,4,11,4/11/92
Acer pseudoplatanus ,1992,4,18,4/18/92
Acer pseudoplatanus ,1992,5,9,5/9/92
Acer pseudoplatanus ,1992,5,16,5/16/92
Acer pseudoplatanus ,1992,5,23,5/23/92
Acer pseudoplatanus ,1993,4,24,4/24/93
Acer pseudoplatanus ,1993,5,8,5/8/93
Acer pseudoplatanus ,1993,5,15,5/15/93
Acer pseudoplatanus ,1993,5,22,5/22/93
Acer pseudoplatanus ,1994,4,23,4/23/94
Acer pseudoplatanus ,1994,4,30,4/30/94
Acer pseudoplatanus ,1994,5,7,5/7/94
Acer pseudoplatanus ,1995,5,6,5/6/95
Acer pseudoplatanus ,1995,5,13,5/13/95
Acer pseudoplatanus ,1996,5,4,5/4/96
Acer pseudoplatanus ,1996,5,11,5/11/96
Acer pseudoplatanus ,1996,5,18,5/18/96
Acer pseudoplatanus ,1997,5,3,5/3/97
Acer pseudoplatanus ,1997,5,10,5/10/97
Acer pseudoplatanus ,1997,5,17,5/17/97
Acer pseudoplatanus ,1997,5,24,5/24/97
Acer pseudoplatanus ,1999,5,15,5/15/99
Acer pseudoplatanus ,2001,5,12,5/12/01
Acer pseudoplatanus ,2001,5,26,5/26/01
Acer pseudoplatanus ,2002,4,6,4/6/02
Acer pseudoplatanus ,2002,4,13,4/13/02
Acer pseudoplatanus ,2002,4,27,4/27/02
Acer pseudoplatanus ,2002,5,11,5/11/02
Acer pseudoplatanus ,2003,5,3,5/3/03
Acer pseudoplatanus ,2003,5,10,5/10/03
Acer pseudoplatanus ,2003,5,24,5/24/03
Acer pseudoplatanus ,2004,4,17,4/17/04
Acer pseudoplatanus ,2004,4,24,4/24/04
Acer pseudoplatanus ,2004,5,8,5/8/04
Acer pseudoplatanus ,2004,5,22,5/22/04
Acer pseudoplatanus ,2005,5,7,5/7/05
Acer pseudoplatanus ,2006,5,13,5/13/06
Acer pseudoplatanus ,2007,4,14,4/14/07
Acer pseudoplatanus ,2007,4,28,4/28/07
Acer pseudoplatanus ,2007,5,12,5/12/07
Acer pseudoplatanus ,2008,5,3,5/3/08
Acer pseudoplatanus ,2008,5,10,5/10/08
Acer pseudoplatanus ,2009,4,11,4/11/09
Acer pseudoplatanus ,2009,4,18,4/18/09
Acer pseudoplatanus ,2009,4,25,4/25/09
Acer pseudoplatanus ,2009,5,2,5/2/09
Acer pseudoplatanus ,2009,5,9,5/9/09
Acer pseudoplatanus ,2009,5,23,5/23/09
Acer pseudoplatanus ,2010,4,24,4/24/10
Acer pseudoplatanus ,2010,5,1,5/1/10
Acer pseudoplatanus ,2010,5,8,5/8/10
Acer pseudoplatanus ,2010,5,22,5/22/10
Acer pseudoplatanus ,2011,4,16,4/16/11
Acer pseudoplatanus ,2011,4,23,4/23/11
Acer pseudoplatanus ,2011,4,30,4/30/11
Acer pseudoplatanus ,2011,5,7,5/7/11
Achillea ptarmica ,1986,7,19,7/19/86
Achillea ptarmica ,1986,7,26,7/26/86
Achillea ptarmica ,1986,8,2,8/2/86
Achillea ptarmica ,1986,8,9,8/9/86
Achillea ptarmica ,1986,8,16,8/16/86
Achillea ptarmica ,1986,8,23,8/23/86
Achillea ptarmica ,1986,8,30,8/30/86
Achillea ptarmica ,1986,9,6,9/6/86
Achillea ptarmica ,1986,9,13,9/13/86
Achillea ptarmica ,1986,9,27,9/27/86
Achillea ptarmica ,1986,10,4,10/4/86
Achillea ptarmica ,1986,10,11,10/11/86
Achillea ptarmica ,1986,10,18,10/18/86
Achillea ptarmica ,1986,10,25,10/25/86
Achillea ptarmica ,1987,7,11,7/11/87
Achillea ptarmica ,1987,7,18,7/18/87
Achillea ptarmica ,1987,7,25,7/25/87
Achillea ptarmica ,1987,8,1,8/1/87
Achillea ptarmica ,1987,8,8,8/8/87
Achillea ptarmica ,1987,8,15,8/15/87
Achillea ptarmica ,1987,8,22,8/22/87
Achillea ptarmica ,1987,8,29,8/29/87
Achillea ptarmica ,1987,9,5,9/5/87
Achillea ptarmica ,1988,7,2,7/2/88
Achillea ptarmica ,1988,7,9,7/9/88
Achillea ptarmica ,1988,7,16,7/16/88
Achillea ptarmica ,1988,7,23,7/23/88
Achillea ptarmica ,1988,7,30,7/30/88
Achillea ptarmica ,1988,8,6,8/6/88
Achillea ptarmica ,1988,8,13,8/13/88
Achillea ptarmica ,1988,8,20,8/20/88
Achillea ptarmica ,1988,8,27,8/27/88
Achillea ptarmica ,1988,9,3,9/3/88
Achillea ptarmica ,1988,10,8,10/8/88
Achillea ptarmica ,1988,10,15,10/15/88
Achillea ptarmica ,1988,10,22,10/22/88
Achillea ptarmica ,1989,7,1,7/1/89
Achillea ptarmica ,1989,7,15,7/15/89
Achillea ptarmica ,1989,7,22,7/22/89
Achillea ptarmica ,1989,7,29,7/29/89
Achillea ptarmica ,1989,8,5,8/5/89
Achillea ptarmica ,1989,8,12,8/12/89
Achillea ptarmica ,1989,8,19,8/19/89
Achillea ptarmica ,1989,8,26,8/26/89
Achillea ptarmica ,1989,9,2,9/2/89
Achillea ptarmica ,1989,9,9,9/9/89
Achillea ptarmica ,1990,7,7,7/7/90
Achillea ptarmica ,1990,7,14,7/14/90
Achillea ptarmica ,1990,7,21,7/21/90
Achillea ptarmica ,1990,7,28,7/28/90
Achillea ptarmica ,1990,8,4,8/4/90
Achillea ptarmica ,1990,8,11,8/11/90
Achillea ptarmica ,1990,8,18,8/18/90
Achillea ptarmica ,1990,8,25,8/25/90
Achillea ptarmica ,1990,9,1,9/1/90
Achillea ptarmica ,1990,9,8,9/8/90
Achillea ptarmica ,1990,9,22,9/22/90
Achillea ptarmica ,1990,9,29,9/29/90
Achillea ptarmica ,1990,10,6,10/6/90
Achillea ptarmica ,1990,10,21,10/21/90
Achillea ptarmica ,1990,10,27,10/27/90
Achillea ptarmica ,1991,7,20,7/20/91
Achillea ptarmica ,1991,7,27,7/27/91
Achillea ptarmica ,1991,8,3,8/3/91
Achillea ptarmica ,1991,8,10,8/10/91
Achillea ptarmica ,1991,8,17,8/17/91
Achillea ptarmica ,1991,8,24,8/24/91
Achillea ptarmica ,1991,8,31,8/31/91
Achillea ptarmica ,1991,9,7,9/7/91
Achillea ptarmica ,1991,9,14,9/14/91
Achillea ptarmica ,1992,7,18,7/18/92
Achillea ptarmica ,1992,7,25,7/25/92
Achillea ptarmica ,1992,8,1,8/1/92
Achillea ptarmica ,1992,8,8,8/8/92
Achillea ptarmica ,1992,8,15,8/15/92
Achillea ptarmica ,1992,8,22,8/22/92
Achillea ptarmica ,1992,8,29,8/29/92
Achillea ptarmica ,1992,9,5,9/5/92
Achillea ptarmica ,1992,9,12,9/12/92
Achillea ptarmica ,1992,9,19,9/19/92
Achillea ptarmica ,1993,7,17,7/17/93
Achillea ptarmica ,1993,7,24,7/24/93
Achillea ptarmica ,1993,7,31,7/31/93
Achillea ptarmica ,1993,8,7,8/7/93
Achillea ptarmica ,1993,8,14,8/14/93
Achillea ptarmica ,1993,8,21,8/21/93
Achillea ptarmica ,1993,8,28,8/28/93
Achillea ptarmica ,1993,9,4,9/4/93
Achillea ptarmica ,1993,9,11,9/11/93
Achillea ptarmica ,1993,9,18,9/18/93
Achillea ptarmica ,1993,9,25,9/25/93
Achillea ptarmica ,1993,10,2,10/2/93
Achillea ptarmica ,1993,10,9,10/9/93
Achillea ptarmica ,1993,10,16,10/16/93
Achillea ptarmica ,1993,10,23,10/23/93
Achillea ptarmica ,1993,10,30,10/30/93
Achillea ptarmica ,1994,7,9,7/9/94
Achillea ptarmica ,1994,7,16,7/16/94
Achillea ptarmica ,1994,7,23,7/23/94
Achillea ptarmica ,1994,7,30,7/30/94
Achillea ptarmica ,1994,8,6,8/6/94
Achillea ptarmica ,1994,8,13,8/13/94
Achillea ptarmica ,1994,8,20,8/20/94
Achillea ptarmica ,1994,8,27,8/27/94
Achillea ptarmica ,1994,9,3,9/3/94
Achillea ptarmica ,1994,9,10,9/10/94
Achillea ptarmica ,1994,9,24,9/24/94
Achillea ptarmica ,1994,10,1,10/1/94
Achillea ptarmica ,1994,10,8,10/8/94
Achillea ptarmica ,1994,10,15,10/15/94
Achillea ptarmica ,1994,10,22,10/22/94
Achillea ptarmica ,1994,10,29,10/29/94
Achillea ptarmica ,1994,11,5,11/5/94
Achillea ptarmica ,1995,7,8,7/8/95
Achillea ptarmica ,1995,7,15,7/15/95
Achillea ptarmica ,1995,7,22,7/22/95
Achillea ptarmica ,1995,7,29,7/29/95
Achillea ptarmica ,1995,8,5,8/5/95
Achillea ptarmica ,1995,8,12,8/12/95
Achillea ptarmica ,1995,8,19,8/19/95
Achillea ptarmica ,1995,8,26,8/26/95
Achillea ptarmica ,1995,9,2,9/2/95
Achillea ptarmica ,1995,9,9,9/9/95
Achillea ptarmica ,1995,9,30,9/30/95
Achillea ptarmica ,1996,7,13,7/13/96
Achillea ptarmica ,1996,7,20,7/20/96
Achillea ptarmica ,1996,8,10,8/10/96
Achillea ptarmica ,1996,8,17,8/17/96
Achillea ptarmica ,1996,8,24,8/24/96
Achillea ptarmica ,1996,8,31,8/31/96
Achillea ptarmica ,1996,9,7,9/7/96
Achillea ptarmica ,1996,9,14,9/14/96
Achillea ptarmica ,1996,9,21,9/21/96
Achillea ptarmica ,1996,9,28,9/28/96
Achillea ptarmica ,1996,10,5,10/5/96
Achillea ptarmica ,1997,6,28,6/28/97
Achillea ptarmica ,1997,7,5,7/5/97
Achillea ptarmica ,1997,7,12,7/12/97
Achillea ptarmica ,1997,7,19,7/19/97
Achillea ptarmica ,1997,7,26,7/26/97
Achillea ptarmica ,1997,8,2,8/2/97
Achillea ptarmica ,1997,8,9,8/9/97
Achillea ptarmica ,1997,8,16,8/16/97
Achillea ptarmica ,1997,8,23,8/23/97
Achillea ptarmica ,1997,8,30,8/30/97
Achillea ptarmica ,1997,9,6,9/6/97
Achillea ptarmica ,1997,9,13,9/13/97
Achillea ptarmica ,1997,9,20,9/20/97
Achillea ptarmica ,1997,9,27,9/27/97
Achillea ptarmica ,1997,10,4,10/4/97
Achillea ptarmica ,1997,10,11,10/11/97
Achillea ptarmica ,1997,10,25,10/25/97
Achillea ptarmica ,1997,11,1,11/1/97
Achillea ptarmica ,1998,6,27,6/27/98
Achillea ptarmica ,1998,7,11,7/11/98
Achillea ptarmica ,1998,7,25,7/25/98
Achillea ptarmica ,1998,8,8,8/8/98
Achillea ptarmica ,1998,8,22,8/22/98
Achillea ptarmica ,1998,9,5,9/5/98
Achillea ptarmica ,1998,9,12,9/12/98
Achillea ptarmica ,1998,9,19,9/19/98
Achillea ptarmica ,1998,9,26,9/26/98
Achillea ptarmica ,1998,10,3,10/3/98
Achillea ptarmica ,1998,10,17,10/17/98
Achillea ptarmica ,1999,7,3,7/3/99
Achillea ptarmica ,1999,7,10,7/10/99
Achillea ptarmica ,1999,7,24,7/24/99
Achillea ptarmica ,1999,8,7,8/7/99
Achillea ptarmica ,1999,8,21,8/21/99
Achillea ptarmica ,1999,9,4,9/4/99
Achillea ptarmica ,1999,9,25,9/25/99
Achillea ptarmica ,1999,10,2,10/2/99
Achillea ptarmica ,2000,7,8,7/8/00
Achillea ptarmica ,2000,7,22,7/22/00
Achillea ptarmica ,2000,8,5,8/5/00
Achillea ptarmica ,2000,8,19,8/19/00
Achillea ptarmica ,2000,9,2,9/2/00
Achillea ptarmica ,2000,9,16,9/16/00
Achillea ptarmica ,2000,10,7,10/7/00
Achillea ptarmica ,2000,10,14,10/14/00
Achillea ptarmica ,2000,10,28,10/28/00
Achillea ptarmica ,2000,11,11,11/11/00
Achillea ptarmica ,2001,7,7,7/7/01
Achillea ptarmica ,2001,7,21,7/21/01
Achillea ptarmica ,2001,8,4,8/4/01
Achillea ptarmica ,2001,8,18,8/18/01
Achillea ptarmica ,2001,9,1,9/1/01
Achillea ptarmica ,2001,9,22,9/22/01
Achillea ptarmica ,2001,9,29,9/29/01
Achillea ptarmica ,2001,10,13,10/13/01
Achillea ptarmica ,2002,7,6,7/6/02
Achillea ptarmica ,2002,7,20,7/20/02
Achillea ptarmica ,2002,8,3,8/3/02
Achillea ptarmica ,2002,8,17,8/17/02
Achillea ptarmica ,2002,8,31,8/31/02
Achillea ptarmica ,2002,9,21,9/21/02
